Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Danny Boyer,db6530@nittany.edu,19,32211,9596105189,M,Jacksonville,Florida,ibqumeb3,453 North Elm Dr. ,STAT,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,83.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,70.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,80.0,47.0
Colton Simonis I,cs1816@nittany.edu,22,62938,6977284056,M,Golconda,Illinois,m6nwqse8,259 Cleveland Road ,EE,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,87.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,99.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,97.0,
Einar Homenick I,eh3966@nittany.edu,19,81654,7602571885,F,Snowmass,Colorado,t9rgkjvk,8687 N. Sleepy Hollow Court ,CMPSC,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,85.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,64.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,100.0,
Gladyce Langworth,gl5131@nittany.edu,21,30619,7358826683,F,Arnoldsville,Georgia,citvflsq,4 Old Academy Drive ,IST,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,89.0,STAT318,Elementary Probability,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,84.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,79.0,
Eileen Ullrich,eu6734@nittany.edu,18,67450,3288744458,F,Holyrood,Kansas,wiz18kft,863 Stillwater Road ,EE,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,68.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,75.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,100.0,
Giovanni Jerde,gj1336@nittany.edu,20,83856,4437835595,M,Priest River,Idaho,ukbofbpy,26 Johnson St. ,ECON,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,99.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,,,,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,72.0,
Ferne Emard,fe4839@nittany.edu,22,81320,1636378293,F,Cahone,Colorado,maw8k1p2,88 Harrison Street ,EE,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,67.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,81.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,90.0,
Elwin Waelchi,ew9592@nittany.edu,21,96701,5445272807,F,Aiea,Hawaii,2a5d4gvm,798 North Euclid Drive ,CMPEN,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,60.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,,,,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,68.0,
Earl Dare,ed8801@nittany.edu,22,95680,8648771218,F,Ryde,California,n1otsmb8,259 Cleveland Road ,IST,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,65.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,95.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,73.0,
Gilda Parisian,gp4162@nittany.edu,20,47805,2228691354,F,Terre Haute,Indiana,0uek82zt,26 Johnson St. ,ECON,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,75.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,65.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,75.0,
Ilene Schamberger,is6689@nittany.edu,19,81521,2398899151,F,Fruita,Colorado,gfqase8s,119 Harvey Street ,MATH,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,61.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,96.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,77.0,
Ila Emmerich,ie2276@nittany.edu,20,6059,9387404641,M,North Canton,Connecticut,rzhtvxf3,361 E. Sierra Street ,CMPEN,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,77.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,60.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,71.0,
Ewald Koelpin,ek4881@nittany.edu,19,32789,1865723259,F,Winter Park,Florida,7sgf01vp,185 E. Trenton Street ,CHEM,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,89.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,97.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,80.0,
Gerard Jakubowski DDS,gj5319@nittany.edu,18,62548,2868392259,F,Mount Pulaski,Illinois,20u4p5x8,461 Heather Street ,ECON,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,71.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,73.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,88.0,
Domingo Gulgowski,dg3660@nittany.edu,18,80302,8977296546,F,Boulder,Colorado,4qtlequ2,18 Lakeview Street ,IST,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,99.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,63.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,82.0,
Emmie Mosciski,em6584@nittany.edu,19,52156,3565062594,F,Luana,Iowa,rj6abnmm,182 Spring Street ,MATH,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,61.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,77.0,EE320,Network Security and Cryptography,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,69.0,
Dr. Buster Beahan,db1016@nittany.edu,22,62928,3301492114,F,Eddyville,Illinois,qqnuxtqz,3 North Linden Ave. ,CMPSC,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,69.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,71.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,74.0,
Gilberto Legros,gl1897@nittany.edu,21,85626,1897642691,F,Pirtleville,Arizona,nwu9w5mv,119 Harvey Street ,CSE,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,99.0,CMPSC221,OOP with Web Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,99.0,
Dr. Ashton Stehr,da1878@nittany.edu,22,72360,9887573433,M,Marianna,Arkansas,ucsw5qmf,9659 Rosewood Drive ,CMPEN,CMPSC221,OOP with Web Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,90.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,90.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,75.0,
Elbert Davis,ed7159@nittany.edu,22,51577,6236712453,M,Walnut,Iowa,nfl28k41,285 Dogwood Drive ,CMPSC,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,98.0,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,79.0,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,87.0,
Gardner Rippin,gr5445@nittany.edu,21,46974,2935297744,M,Roann,Indiana,3nsynvz6,9420 Tallwood Street ,EE,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,85.0,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,,,,
Floy Koss,fk6517@nittany.edu,20,80744,3614103389,F,Ovid,Colorado,4pvvl7p1,8985 Cambridge Ave. ,CSE,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,99.0,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,,,,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,97.0,
Elvera Auer Jr.,ea7463@nittany.edu,21,60511,4414304742,F,Big Rock,Illinois,cf5aejxt,78 South Brewery Ave. ,IST,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,77.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,100.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,,,,23.0
Dolores Ledner,dl7664@nittany.edu,19,67490,7448317180,F,Wilson,Kansas,9s8t276n,963 Court Road ,CSE,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,95.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,93.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,99.0,
Dr. Karelle Koss,dk5949@nittany.edu,20,30097,7535570080,M,Duluth,Georgia,69gexir6,88 Harrison Street ,PHYS,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,66.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,81.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,92.0,
Derick O'Hara,do9924@nittany.edu,22,51442,8358735163,M,Denison,Iowa,70pipr2e,120 Heritage Lane ,PHYS,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,100.0,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,99.0,EE320,Network Security and Cryptography,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,77.0,
Ella Waelchi,ew2287@nittany.edu,20,92113,6863198544,F,San Diego,California,poakps30,8985 Cambridge Ave. ,PHYS,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,100.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,99.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,89.0,
Dorothy Wunsch,dw8054@nittany.edu,21,61761,9279633923,F,Normal,Illinois,apbb4k6x,655 East Branch Dr. ,CMPEN,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,,,,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,86.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,72.0,
Friedrich O'Kon II,fo7818@nittany.edu,18,66091,7811756413,F,Welda,Kansas,5z1mvehd,55 Hall St. ,MATH,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,91.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,87.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,100.0,
Dortha Ondricka,do2791@nittany.edu,19,62633,9416385067,M,Easton,Illinois,ew3xk7ww,120 Heritage Lane ,PHYS,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,60.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,77.0,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,81.0,
Dr. Leilani Purdy,dl2872@nittany.edu,22,32168,6607563285,M,New Smyrna Beach,Florida,hr9gvnwp,9420 Tallwood Street ,ECON,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,,,,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,70.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,82.0,
Hayden Conn,hc9512@nittany.edu,19,95459,1937947807,F,Manchester,California,l9uczvs1,361 E. Sierra Street ,EE,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,96.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,91.0,CMPSC132,Programming and Computation II,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,75.0,
Frank Williamson,fw9529@nittany.edu,21,30105,6021059609,F,Armuchee,Georgia,idkbon4x,461 Heather Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,83.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,76.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,79.0,
Fausto Bernhard III,fb6120@nittany.edu,22,47926,5017188306,F,Burnettsville,Indiana,hod33g2g,7450 West Manchester Street ,STAT,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,75.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,95.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,69.0,
Ethan Johnston,ej6416@nittany.edu,18,80910,5929288056,M,Colorado Springs,Colorado,xgzmz7gb,91 S. Gartner Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,88.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,99.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,79.0,
Gretchen Spinka I,gs5261@nittany.edu,20,95553,6563518418,F,Miranda,California,im9dpro0,18 Lakeview Street ,IST,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,82.0,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,90.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,,,,
Hayden Schroeder,hs3812@nittany.edu,19,94103,5028017701,M,San Francisco,California,yr2i3klq,91 S. Gartner Street ,CMPEN,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,95.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,91.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,75.0,
Erin Reilly II,er9643@nittany.edu,22,95324,8035385807,M,Hilmar,California,x50p3uzk,119 Harvey Street ,DS,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,81.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,99.0,
Garett Balistreri,gb9073@nittany.edu,22,30820,2876601021,M,Mitchell,Georgia,miklog0x,963 Court Road ,PHYS,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,96.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,86.0,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,81.0,
Earl Harvey,eh3135@nittany.edu,19,46721,7174227539,M,Butler,Indiana,3bhnzahn,182 Spring Street ,MATH,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,,,,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,95.0,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,76.0,15.0
Darrel Schmitt,ds7254@nittany.edu,20,52801,7287955627,F,Davenport,Iowa,lnjgs77d,361 E. Sierra Street ,CHEM,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,62.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,61.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,78.0,13.0
Deshawn Williamson,dw8693@nittany.edu,20,62682,2529148893,M,San Jose,Illinois,abcfoz4u,232 W. Homewood Ave. ,CHEM,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,61.0,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,,,,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,65.0,
Edmond Beatty,eb5700@nittany.edu,22,95060,6616351983,M,Santa Cruz,California,i9hg2u5p,8985 Cambridge Ave. ,CHEM,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,87.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,76.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,61.0,
Garrison Brekke,gb8971@nittany.edu,20,90401,9136095309,F,Santa Monica,California,jl6pbnsl,9408 Anderson Court ,CSE,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,,,,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,82.0,
Eddie Botsford II,eb9702@nittany.edu,21,32568,8696940266,M,Mc David,Florida,5sq8neye,232 W. Homewood Ave. ,MATH,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,98.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,100.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,69.0,
Fabian Murphy,fm5811@nittany.edu,20,61231,7146967219,F,Aledo,Illinois,ncm9m5oz,185 E. Trenton Street ,ECON,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,83.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,,,,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,76.0,
Iliana Little,il8896@nittany.edu,19,47386,3721975304,F,Springport,Indiana,hh2csxcn,266 Second Street ,IST,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,,,,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,90.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,81.0,
Elsa Bernhard,eb7897@nittany.edu,22,62023,4807950043,M,Eagarville,Illinois,86efj62b,55 Hall St. ,CSE,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,61.0,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,80.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,66.0,
Gabrielle Bednar I,gb9628@nittany.edu,18,32327,9515642229,M,Crawfordville,Florida,ixot9bd0,7313 Stillwater Lane ,CSE,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,71.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,68.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,80.0,
